"Time [us]","V(AEYEPROBE(eyeTerminal3).out) [V]"
0,0.999999232437352
0.0001,0.999999232437352
0.0002,0.999999232437352
0.0004,0.999999232437352
0.000707692307692308,0.999999232437352
0.001,0.999999232437352
0.00112820512820513,0.999999232437352
0.00125641025641026,0.999999232437352
0.0015,0.999999232437352
0.00175641025641026,0.999999232437352
0.00201282051282051,0.999999232437352
0.00252564102564103,0.999999232437352
0.0033974358974359,0.999999232437352
0.00470897435897436,0.999999232437352
0.00602051282051282,0.999999232437352
0.00733205128205128,0.999999232437352
0.00864358974358974,0.999999232437352
0.0099551282051282,0.999999232437352
0.0112666666666667,0.999999232437352
0.0125782051282051,0.999999232437352
0.0138897435897436,0.999999232437352
0.0149303148328465,0.999999232437352
0.0159708860759494,0.999999232437352
0.0170114573190523,0.999999232437352
0.018,0.999999232437352
0.0180619767390763,0.966144164482232
0.0181239534781526,0.907344272385737
0.0182479069563053,0.753619158371085
0.0183718604344579,0.547666674341593
0.0185,0.31052765644767
0.0185595864826484,0.226892824734241
0.0186191729652968,0.165756995516009
0.0187383459305937,0.0764272444038326
0.0188575188958905,0.0352384880909041
0.0190145149873418,0.0121916920582535
0.0191715110787931,0.00421766435913493
0.0193701363248207,0.00100642840012978
0.0196416828271588,8.70595656825226E-05
0.0200778031649819,-1.28285552501724E-05
0.0207537799904822,4.43402622807126E-06
0.021750276845621,-2.19088789856086E-06
0.0230992259021626,1.28841869262641E-06
0.0244481749587042,-7.35509335253582E-07
0.0256005357286525,3.52035530480381E-07
0.0267528964986008,-1.3752072359453E-07
0.0279052572685491,1.79516834172726E-08
0.029,5.09347787051053E-08
0.0290443941945295,0.0187515052548424
0.029088788389059,0.0525628156941595
0.029177576778118,0.143880709106646
0.02925920291024,0.261222055811095
0.0293826885972964,0.470640298410659
0.0295,0.689092798183522
0.0295443941945295,0.75607266167427
0.029588788389059,0.808651581716003
0.029677576778118,0.891148041257105
0.029766365167177,0.938078579443141
0.0299278561348043,0.979349285431548
0.0300893471024315,0.993113234756599
0.0302508380700587,0.997702506097444
0.0304692721184308,0.999555652948763
0.0308027285454537,1.00000601144125
0.0313014343623208,0.999997954540604
0.0321492342509948,0.999999688881254
0.033453574217597,0.999999039290504
0.0347579141841992,0.99999926803111
0.036,0.99999929435758
0.0360443941945295,0.981247581361373
0.036088788389059,0.947436279471654
0.036177576778118,0.856118440772856
0.03625920291024,0.73877713099914
0.0363826885972964,0.529358910940597
0.0365,0.310906425793793
0.0365443941945295,0.243926563096106
0.036588788389059,0.191347644606499
0.036677576778118,0.108851187682092
0.036766365167177,0.0619206510200621
0.0369278564843917,0.0206498867680798
0.0370893478016063,0.00688595773744722
0.0372508391188209,0.00229670638624224
0.0374692738496721,0.000443572185656766
0.0378027317408018,-6.77986789973726E-06
0.0383014404597398,1.27810476237649E-06
0.0391492452819344,-4.56543250267657E-07
0.04,9.18954375869907E-08
0.0400443941945295,0.0187517749149328
0.040088788389059,0.0525630504194412
0.040177576778118,0.143880847162883
0.04025920291024,0.261222134500733
0.0403826885972964,0.470640336311164
0.0405,0.689092813534053
0.0405443941945295,0.756072674760353
0.040588788389059,0.808651592083134
0.040677576778118,0.891148047174487
0.040766365167177,0.938078582793282
0.0409278564855923,0.979349346332879
0.0410893478040076,0.993113274989295
0.0412508391224229,0.997702526170488
0.0414692738556136,0.999555660286508
0.0418027317517642,1.00000601230812
0.042301440480654,0.999997954331855
0.0431492453197667,0.999999688980981
0.0444535867715005,0.999999039228229
0.0457579282232343,0.999999268070679
0.0470622696749681,0.999999290630778
0.0483666111267019,0.999999118836989
0.0496709525784357,0.999999378296692
0.051,0.999999068522898
0.0510443941945295,0.981247680040506
0.051088788389059,0.947436383814649
0.051177576778118,0.856118505390082
0.05125920291024,0.738777165279994
0.0513826885972964,0.529358929431885
0.0515,0.310906431694954
0.0515443941945295,0.24392656893827
0.051588788389059,0.191347649307729
0.051677576778118,0.108851190379576
0.051766365167177,0.0619206525359424
0.0519278564827071,0.0206498875739673
0.0520893477982371,0.00688595809010111
0.0522508391137671,0.00229670654626237
0.0524692738418952,0.000443572221903178
0.0528027317269086,-6.77985791997188E-06
0.053208585378804,5.78096353509705E-07
0.0536144390306994,1.1717343158143E-07
0.054,-1.89457328139947E-07
0.0540443941945295,0.0187515457214882
0.054088788389059,0.0525628698038242
0.054177576778118,0.143880744255605
0.05425920291024,0.261222073235064
0.0543826885972964,0.470640308829868
0.0545,0.689092800777641
0.0545443941945295,0.756072664716485
0.054588788389059,0.808651584200767
0.054677576778118,0.891148042689797
0.054766365167177,0.938078580242685
0.0549278564834073,0.97934934510958
0.0550893477996376,0.99311327445755
0.0552508391158679,0.997702525951435
0.0554692738448066,0.999555660222916
0.0558027317318291,1.00000601230285
0.0563014404426272,0.999997954333252
0.057149245250984,0.999999688980231
0.058,0.999999140542134
0.0580443941945295,0.981247457522512
0.058088788389059,0.947436182017976
0.058177576778118,0.856118385274504
0.05825920291024,0.738777097936641
0.0583826885972964,0.529358896126197
0.0585,0.310906418903304
0.0585443941945295,0.243926557677003
0.058588788389059,0.191347640354221
0.058677576778118,0.108851185262866
0.058766365167177,0.0619206496440712
0.0589278564856368,0.0206498860969014
0.0590893478040965,0.0068859574430064
0.0592508391225562,0.00229670626433737
0.0594692738558337,0.000443572149916009
0.0598027317521706,-6.77987087351821E-06
0.0603014404814295,1.27810552302707E-06
0.0611492453211698,-4.56543641530182E-07
0.062,9.18956384448389E-08
0.0620443941945295,0.0187517749150431
0.062088788389059,0.0525630504195231
0.062177576778118,0.143880847162929
0.06225920291024,0.261222134500761
0.0623826885972964,0.470640336311188
0.0625,0.689092813534059
0.0625443941945295,0.756072674760357
0.062588788389059,0.808651592083138
0.062677576778118,0.891148047174489
0.062766365167177,0.938078582793283
0.0629278564856368,0.979349346340453
0.0630893478040965,0.993113274994347
0.0632508391225562,0.997702526173015
0.0634692738558337,0.999555660287436
0.0638027317521707,1.00000601230823
0.0642085853955027,0.999998654333998
0.0646144390388346,0.999999115270051
0.065,0.999999421888904
0.0650443941945295,0.981247686715296
0.065088788389059,0.94743636263347
0.065177576778118,0.856118488181789
0.0652592029102401,0.738777159202252
0.0653826885972964,0.529358923607502
0.0655,0.310906431659685
0.0655443941945295,0.243926567720864
0.065588788389059,0.191347648236585
0.065677576778118,0.108851189747555
0.065766365167177,0.0619206521946668
0.0659278564834073,0.0206498873277736
0.0660893477996376,0.00688595797980209
0.0662508391158679,0.00229670648591774
0.0664692738448066,0.000443572214435571
0.0668027317318291,-6.77986549752125E-06
0.0673014404426272,1.27810410013136E-06
0.068149245250984,-4.56542879595144E-07
0.0694535866934911,1.93208597050302E-07
0.0707579281359981,-3.56329377295284E-08
0.072,-6.1896237916207E-08
0.0720443941945295,0.0187516510916284
0.072088788389059,0.0525629529776648
0.072177576778118,0.143880791671243
0.07225920291024,0.261222101442286
0.0723826885972964,0.470640321498552
0.0725,0.689092806644424
0.0725443941945295,0.756072669341911
0.072588788389059,0.808651587831373
0.072677576778118,0.891148044755555
0.07275920291024,0.935056434005705
0.0728826885972964,0.970971444311364
0.073,0.9864363205331
0.0730443941945295,0.970608321174503
0.073088788389059,0.939090510157743
0.073177576778118,0.851370849632175
0.07325920291024,0.735944595383219
0.0733826885972964,0.528092859695657
0.0735,0.310314859658453
0.0735443941945295,0.243462520114392
0.073588788389059,0.190983634907448
0.073677576778118,0.108644116424201
0.073766365167177,0.0618028560708441
0.0739279589919168,0.0205931743878712
0.0740895528166565,0.00686123748083264
0.0742511466413963,0.00228652759045852
0.0744697817119826,0.000440596028756201
0.0748036694393165,-7.01665740654325E-06
0.0753032304505868,1.33452946545138E-06
0.0761524841697462,-4.82829026705428E-07
0.077457260285494,2.09091057425136E-07
0.0787620364012419,-4.52133972992191E-08
0.08,-5.65768754108683E-08
0.0800443941945295,0.0187516553263189
0.080088788389059,0.052562956305543
0.080177576778118,0.143880793565529
0.08025920291024,0.261222102571506
0.0803826885972964,0.470640322003988
0.0805,0.689092806879975
0.0805443941945295,0.756072669526957
0.080588788389059,0.808651587976555
0.080677576778118,0.89114804483815
0.080766365167177,0.938078581464439
0.0809278564844772,0.979349345699569
0.0810893478017773,0.993113274714865
0.0812508391190775,0.997702526057721
0.0814692738500956,0.999555660253816
0.0818027317415834,1.00000601230546
0.0823014404612314,0.99999795433254
0.0831492452846329,0.999999688980626
0.084,0.999999140541904
0.0840443941945295,0.981247457522412
0.084088788389059,0.947436182017905
0.084177576778118,0.856118385274466
0.08425920291024,0.738777097936617
0.0843826885972964,0.529358896126175
0.0845,0.310906418903298
0.0845443941945295,0.243926557676999
0.084588788389059,0.191347640354218
0.084677576778118,0.108851185262864
0.084766365167177,0.0619206496440702
0.0849278564856368,0.0206498860968988
0.0850893478040965,0.00688595744300482
0.0852508391225562,0.00229670626433656
0.0854692738558337,0.000443572149915815
0.0858027317521707,-6.77987087356136E-06
0.0863014404814297,1.27810552305564E-06
0.08714924532117,-4.56543641556085E-07
0.0881156028394175,1.24449387388789E-07
0.0890819603576649,3.91882263528407E-08
0.09,-1.21874962199551E-07
0.0900443941945295,0.0187516018381132
0.090088788389059,0.0525629141264344
0.090177576778118,0.143880769528222
0.09025920291024,0.261222088265317
0.0903826885972964,0.470640315583555
0.0905,0.689092803902509
0.0905443941945295,0.756072667181374
0.090588788389059,0.808651586135634
0.090677576778118,0.891148043790729
0.090766365167177,0.938078580868755
0.0909278564839561,0.979349345412019
0.0910893478007352,0.993113274589459
0.0912508391175142,0.99770252600594
0.0914692738475188,0.999555660238749
0.0918027317368305,1.0000060123042
0.0923014404521655,0.999997954332878
0.0929846200845287,0.99999955493772
0.0940181482463089,0.999999161268616
0.095,0.999999168695866
0.0950443941945295,0.981247764759347
0.095088788389059,0.947436450870292
0.095177576778118,0.856118543652572
0.09525920291024,0.738777188013314
0.0953826885972964,0.529358939663457
0.0955,0.31090643641473
0.0955443941945295,0.243926572667611
0.095588788389059,0.191347652235776
0.095677576778118,0.108851192045745
0.095766365167177,0.0619206534833483
0.0959278564818745,0.0206498880320698
0.096089347796572,0.00688595828991627
0.0962508391112694,0.00229670662890681
0.0964692738377834,0.000443572245855567
0.0968027317193286,-6.77985584710266E-06
0.0972085853737935,5.78096017246935E-07
0.0976144390282584,1.17173584460607E-07
0.098,-1.89457456216452E-07
0.0980443941945295,0.0187515457214747
0.098088788389059,0.0525628698038221
0.098177576778118,0.143880744255606
0.09825920291024,0.261222073235063
0.0983826885972964,0.47064030882988
0.0985,0.68909280077764
0.0985443941945295,0.756072664716485
0.098588788389059,0.808651584200767
0.098677576778118,0.891148042689797
0.098766365167177,0.938078580242685
0.0989278564834073,0.97934934510958
0.0990893477996376,0.993113274457552
0.0992508391158679,0.997702525951435
0.0994692738448067,0.999555660222917
0.0998027317318291,1.00000601230285
0.100208585382057,0.999998654334719
0.100614439032284,0.999999115269814
0.101,0.999999421889083
0.10104439419453,0.981247686715317
0.101088788389059,0.947436362633474
0.101177576778118,0.85611848818179
0.10125920291024,0.738777159202254
0.101382688597296,0.529358923607502
0.1015,0.310906431659686
0.10154439419453,0.243926567720865
0.101588788389059,0.191347648236585
0.101677576778118,0.108851189747555
0.10175920291024,0.0649427996637703
0.101882688597296,0.0290277886769755
0.102,0.0135629121614702
0.10204439419453,0.0293909114647225
0.102088788389059,0.0609087224379744
0.102177576778118,0.148628382895267
0.10225920291024,0.264054637107882
0.102382688597296,0.47190637276572
0.1025,0.689684372790124
0.10254439419453,0.756536712331765
0.102588788389059,0.809015597536811
0.102677576778118,0.89135511601708
0.102766365167177,0.938196376368743
0.102927958991919,0.979406058050558
0.10308955281666,0.993137994956989
0.103251146641402,0.997712704847087
0.103469781711992,0.999558636408652
0.103803669439334,1.00000624909476
0.104303230450621,0.999997897907885
0.105152484169808,0.999999715266379
0.106,0.999999129824914
0.10604439419453,0.981247449058632
0.106088788389059,0.947436175373084
0.106177576778118,0.856118381493393
0.10625920291024,0.738777095681613
0.106382688597296,0.529358895117607
0.1065,0.310906418432608
0.10654439419453,0.243926557307524
0.106588788389059,0.191347640064366
0.106677576778118,0.108851185097974
0.106766365167177,0.0619206495502741
0.106927856497858,0.020649883983135
0.107089347828539,0.00688595604362738
0.107250839159221,0.00229670556608242
0.10744050013157,0.000597348388880587
0.107727423141021,3.56539309815324E-05
0.108,2.7968103092767E-06
0.10804439419453,0.01875389537613
0.108088788389059,0.0525647136422658
0.108177576778118,0.143881793281111
0.10825920291024,0.261222699000487
0.108382688597296,0.470640588608499
0.1085,0.689092931434281
0.10854439419453,0.75607276723897
0.108588788389059,0.808651664625641
0.108677576778118,0.891148088441043
0.10875920291024,0.935056460069479
