"Freq [GHz]","arg(St(stripline1_T1,stripline1_T1)) [deg]","arg(St(stripline1_T2,stripline1_T1)) [deg]","arg(St(stripline1_T3,stripline1_T1)) [deg]","arg(St(stripline1_T4,stripline1_T1)) [deg]"
7.58,179.875970677551,-0.056038597303281,-0.077187340372475,-0.0814755066983706
7.6,179.875641370671,-0.0561415970768992,-0.0774441253258355,-0.0816701922459731
7.62,179.875306409885,-0.0562413351280526,-0.0777225751730947,-0.0818522227954481
7.64,179.87496585019,-0.0563377652583214,-0.0780236573564851,-0.0820210993395541
7.66,179.874619760142,-0.0564308396223488,-0.0783475530387698,-0.0821771571518795
7.68,179.874268165778,-0.0565204628459721,-0.078693520950248,-0.0823217827298779
7.7,179.873911000668,-0.0566064516424945,-0.0790598339639164,-0.0824575311200745
7.72,179.873548088847,-0.056688521935897,-0.0794438192989449,-0.0825880633237043
7.74,179.873179184721,-0.0567663232740325,-0.0798420197743098,-0.0827178478251643
7.76,179.872804075989,-0.0568395254714363,-0.0802504669225941,-0.0828516371042655
7.78,179.872422726669,-0.0569079385965871,-0.0806650234779756,-0.082993820593966
7.8,179.872035412686,-0.0569716271440312,-0.0810817277496285,-0.0831478228761158
7.82,179.871642799136,-0.0570309764364837,-0.0814970708777326,-0.0833157132782773
7.84,179.871245930791,-0.0570866876872503,-0.081908162949064,-0.0834981141779442
7.86,179.870846142388,-0.0571397068796873,-0.0823127822176197,-0.0836943846209285
7.88,179.870444922366,-0.0571911149599119,-0.0827093335076975,-0.0839029740749734
7.9,179.870043771159,-0.0572420130379631,-0.0830967552501346,-0.0841218203847941
7.92,179.869644085235,-0.0572934282220145,-0.0834744105650645,-0.0843486962654241
7.94,179.869247081153,-0.0573462518789525,-0.0838419851634408,-0.0845814582602641
7.96,179.86885375935,-0.0574012101727381,-0.0841994021762277,-0.0848181940749858
7.98,179.868464899156,-0.0574588599800925,-0.0845467554948278,-0.0850572877355648
8,179.868081074203,-0.0575196013507773,-0.0848842591498373,-0.0852974290410038
8.02,179.867702678601,-0.0575836986624987,-0.0852122091943456,-0.0855375910264072
8.04,179.867329956889,-0.0576513047489139,-0.0855309549309274,-0.0857769927393217
8.06,179.866963033355,-0.0577224844215544,-0.0858408771009826,-0.0860150582112427
8.08,179.866601938413,-0.05779723548756,-0.0861423713784191,-0.0862513775463328
8.1,179.866246631085,-0.057875506509727,-0.0864358359965408,-0.0864856727837248
8.12,179.865897017491,-0.0579572112317436,-0.0867216626795426,-0.0867177692667152
8.14,179.865552965669,-0.0580422399489628,-0.0870002302232191,-0.0869475722794544
8.16,179.865214317233,-0.0581304682561545,-0.0872719001974089,-0.0871750482844432
8.18,179.864880896416,-0.05822176363086,-0.0875370143244672,-0.0874002099949428
8.2,179.864552517001,-0.0583159902834953,-0.0877958931522523,-0.0876231045524934
8.22,179.864228987592,-0.0584130126474726,-0.0880488357031918,-0.0878438041830975
8.24,179.863910115573,-0.0585126978198355,-0.0882961198302303,-0.0880623988211589
8.26,179.86359571006,-0.058614917204765,-0.0885380030647179,-0.088278990292361
8.28,179.863285584078,-0.058719547556852,-0.0887747237838902,-0.0884936877348376
8.3,179.862979556134,-0.0588264715804309,-0.0890065025639397,-0.0887066040092804
8.32,179.862677451332,-0.0589355782061323,-0.0892335436184504,-0.0889178529017318
8.34,179.862379102136,-0.0590467626326116,-0.0894560362517829,-0.0891275469629633
8.36,179.862084348862,-0.0591599262087911,-0.0896741562700318,-0.0893357958668746
8.38,179.861793039963,-0.0592749762034056,-0.0898880673221682,-0.0895427051840295
8.4,179.861505032152,-0.0593918255065503,-0.0900979221462151,-0.0897483754939016
8.42,179.861220190403,-0.0595103922886864,-0.0903038637093542,-0.0899529017731711
8.44,179.860938387861,-0.0596305996412151,-0.0905060262399355,-0.0901563730001847
8.46,179.860659505681,-0.0597523752117258,-0.0907045361511904,-0.0903588719395098
8.48,179.860383432807,-0.0598756508472923,-0.0908995128602487,-0.0905604750651583
8.5,179.860110065722,-0.0600003622518493,-0.0910910695107079,-0.0907612525937294
8.52,179.859839308159,-0.0601264486619837,-0.0912793136057927,-0.0909612686031284
8.54,179.859571070804,-0.0602538525464029,-0.0914643475594569,-0.0911605812156057
8.56,179.859305270972,-0.0603825193282806,-0.0916462691749061,-0.0913592428293987
8.58,179.859041832292,-0.0605123971312944,-0.0918251720596009,-0.0915573003827553
8.6,179.858780684374,-0.0606434365504073,-0.0920011459825258,-0.0917547956420567
8.62,179.858521762492,-0.0607755904441464,-0.0921742771816234,-0.0919517655024857
8.64,179.858265007259,-0.0609088137499289,-0.0923446486293247,-0.0921482422956186
8.66,179.858010364318,-0.0610430633178712,-0.0925123402598044,-0.0923442540975394
8.68,179.857757784033,-0.0611782977647055,-0.0926774291645261,-0.0925398250324099
8.7,179.857507221193,-0.0613144773425545,-0.0928399897625717,-0.0927349755699847
8.72,179.857258634732,-0.0614515638245736,-0.093000093944577,-0.092929722812231
8.74,179.857011987452,-0.0615895204035989,-0.0931578111995932,-0.0931240807689357
8.76,179.856767245761,-0.0617283116022298,-0.0933132087253947,-0.0933180606194927
8.78,179.856524379424,-0.06186790319454,-0.0934663515242668,-0.0935116709628587
8.8,179.856283361326,-0.0620082621366456,-0.0936173024884514,-0.0937049180505155
8.82,179.856044167249,-0.0621493565049531,-0.0937661224745191,-0.0938978060085083
8.84,179.855806775655,-0.0622911554424263,-0.0939128703719096,-0.0940903370427441
8.86,179.855571167487,-0.0624336291105457,-0.0940576031645317,-0.0942825116308264
8.88,179.855337325982,-0.0625767486461344,-0.0942003759857815,-0.0944743287019466
8.9,179.855105236488,-0.0627204861232535,-0.0943412421715205,-0.0946657858018796
8.92,179.854874886301,-0.0628648145180414,-0.0944802533084351,-0.0948568792465365
8.94,179.854646264506,-0.0630097076780693,-0.0946174592797683,-0.0950476042637689
8.96,179.85441936183,-0.0631551402927503,-0.0947529083100319,-0.0952379551233804
8.98,179.854194170504,-0.0633010878676521,-0.0948866470056999,-0.0954279252571889
9,179.85397068414,-0.0634475266994288,-0.0950187203977563,-0.0956175073684378
9.02,179.853748897602,-0.0635944338525962,-0.0951491719799533,-0.0958066935333332
9.04,179.853528806904,-0.0637417871385485,-0.0952780437492709,-0.095995475291981
9.06,179.853310409098,-0.0638895650937892,-0.0954053762431035,-0.0961838437330582
9.08,179.853093702183,-0.0640377469610115,-0.0955312085784142,-0.0963717895700325
9.1,179.852878685013,-0.0641863126695876,-0.0956555784879839,-0.0965593032104912
9.12,179.852665357214,-0.0643352428167281,-0.0957785223584695,-0.0967463748190638
9.14,179.852453719105,-0.0644845186503768,-0.095900075266583,-0.0969329943752355
9.16,179.852243771628,-0.0646341220506711,-0.0960202710164737,-0.0971191517241251
9.18,179.852035516281,-0.0647840355131657,-0.0961391421749844,-0.0973048366238114
9.2,179.851828955057,-0.0649342421318899,-0.0962567201082026,-0.0974900387865693
9.22,179.851624090383,-0.0650847255823939,-0.0963730350170151,-0.0976747479173773
9.24,179.851420925075,-0.0652354701056912,-0.0964881159720668,-0.0978589537468553
9.26,179.851219462279,-0.065386460491803,-0.0966019909495133,-0.0980426460620626
9.28,179.851019705436,-0.0655376820637179,-0.0967146868641448,-0.0982258147329492
9.3,179.850821658233,-0.065689120661905,-0.0968262296049517,-0.0984084497366812
9.32,179.850625324568,-0.065840762628529,-0.0969366440676109,-0.0985905411781926
9.34,179.850430708514,-0.0659925947924694,-0.0970459541884879,-0.0987720793094771
9.36,179.850237814287,-0.0661446044537549,-0.0971541829760456,-0.0989530545453221
9.38,179.850046646213,-0.0662967793690209,-0.0972613525445492,-0.0991334574780193
9.4,179.849857208704,-0.0664491077367986,-0.0973674841438021,-0.0993132788891602
9.42,179.849669506231,-0.0666015781831721,-0.0974725981913376,-0.099492509761023
9.44,179.849483543301,-0.066754179747626,-0.0975767143015936,-0.0996711412851537
9.46,179.849299324435,-0.0669069018692234,-0.0976798513158841,-0.0998491648697583
9.48,179.849116854147,-0.0670597343730412,-0.0977820273314081,-0.10002657214686
9.5,179.84893613693,-0.0672126674566112,-0.0978832597292265,-0.10020335497686
9.52,179.848757177236,-0.0673656916779073,-0.0979835652016471,-0.10037950545289
9.54,179.848579979462,-0.0675187979408418,-0.0980829597795605,-0.100555015903878
9.56,179.848404547937,-0.0676719774847975,-0.0981814588575719,-0.100729878897486
9.58,179.848230886908,-0.067825221871404,-0.0982790772198241,-0.100904087240893
9.6,179.84805900053,-0.0679785229725315,-0.0983758290650398,-0.10107763398228
9.62,179.847888892855,-0.0681318729598924,-0.0984717280298139,-0.101250512410855
9.64,179.847720567823,-0.0682852642929113,-0.0985667872115443,-0.101422716056836
9.66,179.847554029253,-0.0684386897083955,-0.0986610191917149,-0.101594238690521
9.68,179.847389280835,-0.0685921422093896,-0.0987544360571586,-0.101765074321301
9.7,179.847226326125,-0.0687456150556639,-0.0988470494211378,-0.101935217195671
9.72,179.847065168537,-0.0688991017535761,-0.0989388704432179,-0.102104661796106
9.74,179.846905811339,-0.0690525960458447,-0.0990299098502801,-0.102273402838125
9.76,179.846748257645,-0.069206091903149,-0.0991201779538762,-0.102441435268323
9.78,179.846592510415,-0.0693595835144653,-0.0992096846692655,-0.102608754261563
9.8,179.846438572449,-0.0695130652787462,-0.0992984395335194,-0.102775355218265
9.82,179.846286446384,-0.0696665317960902,-0.09938645172169,-0.102941233760843
9.84,179.846136134689,-0.069819977859961,-0.0994737300637632,-0.103106385731198
9.86,179.845987639667,-0.0699733984493695,-0.0995602830600096,-0.103270807187165
9.88,179.845840963449,-0.070126788720903,-0.0996461188967542,-0.10343449439908
9.9,179.845696107995,-0.070280144001971,-0.099731245460314,-0.103597443846228
9.92,179.84555307509,-0.0704334597829526,-0.0998156703514194,-0.103759652213856
9.94,179.845411866344,-0.0705867317114387,-0.0998994008989719,-0.103921116388417
9.96,179.845272483194,-0.0707399555851598,-0.0999824441717139,-0.104081833455604
9.98,179.845134926898,-0.0708931273453463,-0.100064806992824,-0.104241800695433
10,179.844999198538,-0.0710462430715198,-0.100146495949321,-0.104401015579078
