"Freq [GHz]","dB(St(stripline1_T4,stripline1_T1)) []"
5.22,-6.66919224837675
5.24,-6.66919706728625
5.26,-6.66920191016546
5.28,-6.66920677689658
5.3,-6.66921166729646
5.32,-6.66921658111633
5.34,-6.66922151804112
5.36,-6.66922647768938
5.38,-6.66923145961303
5.4,-6.66923646329717
5.42,-6.66924148816024
5.44,-6.66924653355398
5.46,-6.66925159876373
5.48,-6.66925668300876
5.5,-6.66926178544258
5.52,-6.66926690515367
5.54,-6.66927204116599
5.56,-6.66927719243979
5.58,-6.66928235787253
5.6,-6.66928753629989
5.62,-6.66929272649681
5.64,-6.66929792717893
5.66,-6.66930313700376
5.68,-6.66930835457245
5.7,-6.66931357843119
5.72,-6.6693188070731
5.74,-6.66932403894026
5.76,-6.66932927242557
5.78,-6.66933450587501
5.8,-6.66933973759009
5.82,-6.66934496583023
5.84,-6.66935018881543
5.86,-6.66935540472898
5.88,-6.66936061172047
5.9,-6.66936580790895
5.92,-6.66937099138598
5.94,-6.66937616021914
5.96,-6.66938131245567
5.98,-6.66938644612594
6,-6.66939155924763
6.02,-6.66939664982948
6.04,-6.66940171587574
6.06,-6.66940675539036
6.08,-6.66941176638154
6.1,-6.66941674686648
6.12,-6.66942169487626
6.14,-6.66942660846067
6.16,-6.66943148569352
6.18,-6.66943632467791
6.2,-6.6694411235517
6.22,-6.66944588049308
6.24,-6.66945059372638
6.26,-6.66945526152779
6.28,-6.66945988223161
6.3,-6.66946445423596
6.32,-6.66946897600933
6.34,-6.66947344609671
6.36,-6.66947786312583
6.38,-6.66948222581367
6.4,-6.66948653297273
6.42,-6.66949078351756
6.44,-6.66949497647103
6.46,-6.66949911097048
6.48,-6.66950318627427
6.5,-6.66950720176745
6.52,-6.66951115696782
6.54,-6.66951505153156
6.56,-6.66951888525852
6.58,-6.66952265809726
6.6,-6.66952637014978
6.62,-6.66953002167547
6.64,-6.66953361309491
6.66,-6.66953714499281
6.68,-6.66954061812045
6.7,-6.66954403339713
6.72,-6.66954739191111
6.74,-6.66955069491929
6.76,-6.66955394384616
6.78,-6.66955714028155
6.8,-6.66956028597723
6.82,-6.66956338284237
6.84,-6.66956643293767
6.86,-6.66956943846818
6.88,-6.66957240177499
6.9,-6.66957532532498
6.92,-6.66957821170012
6.94,-6.66958106358476
6.96,-6.66958388375197
6.98,-6.6695866750488
7,-6.66958944038055
7.02,-6.66959218269401
7.04,-6.66959490496024
7.06,-6.66959761015648
7.08,-6.66960030124796
7.1,-6.66960298116878
7.12,-6.66960565280242
7.14,-6.66960831896094
7.16,-6.66961098236252
7.18,-6.66961364560551
7.2,-6.66961631113765
7.22,-6.66961898121719
7.24,-6.66962165786249
7.26,-6.66962434278528
7.28,-6.66962703730218
7.3,-6.66962974221856
7.32,-6.66963245768013
7.34,-6.66963518299033
7.36,-6.66963791639895
7.38,-6.66964065487978
7.4,-6.66964339393694
7.42,-6.6696461275132
7.44,-6.66964884812263
7.46,-6.6696515473948
7.48,-6.66965421729878
7.5,-6.66965685239361
7.52,-6.66965945350689
7.54,-6.66966203321312
7.56,-6.66966462328964
7.58,-6.66966728385026
7.6,-6.66967011298975
7.62,-6.66967325447438
7.64,-6.66967689948443
7.66,-6.66968127724806
7.68,-6.66968662970701
7.7,-6.669693168454
7.72,-6.66970101868113
7.74,-6.66971016327754
7.76,-6.66972040620149
7.78,-6.66973137253838
7.8,-6.6697425512637
7.82,-6.66975337032498
7.84,-6.66976328142167
7.86,-6.66977183059999
7.88,-6.66977869976936
7.9,-6.66978371684633
7.92,-6.66978684170199
7.94,-6.66978813869118
7.96,-6.66978774539969
7.98,-6.66978584396199
8,-6.66978263797956
8.02,-6.66977833569158
8.04,-6.66977313873972
8.06,-6.66976723535947
8.08,-6.66976079679223
8.1,-6.66975397588874
8.12,-6.66974690711417
8.14,-6.66973970738846
8.16,-6.66973247737819
8.18,-6.66972530299013
8.2,-6.66971825691235
8.22,-6.66971140011161
8.24,-6.66970478323802
8.26,-6.66969844791291
8.28,-6.66969242789268
8.3,-6.66968675010985
8.32,-6.66968143559765
8.34,-6.66967650030735
8.36,-6.66967195582749
8.38,-6.66966781001547
8.4,-6.66966406755061
8.42,-6.66966073041696
8.44,-6.6696577983249
8.46,-6.6696552690774
8.48,-6.66965313888859
8.5,-6.66965140265958
8.52,-6.66965005421722
8.54,-6.66964908651981
8.56,-6.66964849183454
8.58,-6.66964826188947
8.6,-6.66964838800374
8.62,-6.66964886119872
8.64,-6.66964967229227
8.66,-6.66965081197873
8.68,-6.66965227089618
8.7,-6.66965403968281
8.72,-6.6696561090239
8.74,-6.66965846969052
8.76,-6.66966111257136
8.78,-6.66966402869824
8.8,-6.6696672092669
8.82,-6.66967064565268
8.84,-6.66967432942295
8.86,-6.66967825234612
8.88,-6.66968240639782
8.9,-6.66968678376484
8.92,-6.66969137684713
8.94,-6.66969617825813
8.96,-6.66970118082374
8.98,-6.66970637758023
9,-6.6697117617712
9.02,-6.66971732684363
9.04,-6.66972306644367
9.06,-6.66972897441176
9.08,-6.66973504477724
9.1,-6.66974127175315
9.12,-6.66974764973041
9.14,-6.66975417327209
9.16,-6.66976083710762
9.18,-6.6697676361269
9.2,-6.66977456537458
9.22,-6.66978162004427
9.24,-6.66978879547288
9.26,-6.6697960871351
9.28,-6.66980349063797
9.3,-6.66981100171564
9.32,-6.66981861622422
9.34,-6.66982633013676
9.36,-6.66983413953861
9.38,-6.66984204062257
9.4,-6.66985002968462
9.42,-6.66985810311952
9.44,-6.66986625741666
9.46,-6.66987448915623
9.48,-6.66988279500528
9.5,-6.66989117171413
9.52,-6.66989961611299
9.54,-6.66990812510845
9.56,-6.6699166956805
9.58,-6.66992532487935
9.6,-6.66993400982264
9.62,-6.66994274769256
9.64,-6.6699515357334
9.66,-6.6699603712489
9.68,-6.6699692515999
9.7,-6.66997817420216
9.72,-6.66998713652408
9.74,-6.66999613608469
9.76,-6.67000517045176
9.78,-6.67001423723984
9.8,-6.6700233341086
9.82,-6.67003245876109
9.84,-6.67004160894212
9.86,-6.67005078243684
9.88,-6.67005997706924
9.9,-6.67006919070082
9.92,-6.67007842122915
9.94,-6.67008766658698
9.96,-6.67009692474064
9.98,-6.6701061936892
10,-6.67011547146338
